"","R","lhsgrade_pct","nextGPA","probation_year1","totcredits_year1","male","bpl_north_america","english","age_at_entry","campus"
"39353",1.44,2.75153531304195,1.59999990463257,0,5,0,1,1,18,1
"39354",-1.4,-4.59511985013459,-1.60000002384186,1,4,1,1,1,19,3
"39355",1.5,-0.575364144903562,1.45000004768372,0,4.5,1,1,1,20,2
"39356",-0.65,-1.26566637333128,0.350000023841858,1,4,0,1,1,19,1
"39357",-0.68,-0.708185057924486,0.799999952316284,1,4.5,0,0,0,19,1
"39358",-0.8,0.120144311842063,0.5,1,5,1,1,1,17,1
"39359",2.26,2.75153531304195,2.1800000667572,0,5,0,1,1,19,1
"39360",0.83,-3.89182029811063,0.309999942779541,0,4,1,1,1,18,1
"39361",0.56,0.75377180237638,1.75999999046326,0,4,0,1,1,19,1
"39362",-1.02,-0.994622575144062,-1.4099999666214,1,3.5,1,1,1,18,3
"39363",1.8,1.15267950993839,1.5,0,4,0,1,1,18,2
"39365",0.76,-2.94443897916644,1.38999998569489,0,5,0,1,1,18,2
"39366",1.52,0.160342650075179,1.5,0,4,1,0,1,18,2
"39368",-0.16,-1.73460105538811,0.25,1,4.5,1,1,1,18,3
"39369",1.56,0.847297860387203,1.77999997138977,0,5,1,1,1,19,1
"39370",-0.46,-4.59511985013459,0.680000066757202,1,3.5,1,1,0,19,3
"39371",0.82,-1.15267950993839,-0.600000023841858,0,4,1,1,1,20,1
"39372",2.65,2.44234703536921,2.38000011444092,0,5,0,1,1,19,2
"39373",0.86,-0.944461608840851,0.829999923706055,0,5,0,1,1,18,1
"39374",0.56,-0.363965377201412,0.299999952316284,0,5,1,1,1,18,2
"39375",2.22,2.19722457733622,1.90000009536743,0,5,0,1,1,18,1
"39376",1.1,-2.31363492918063,1.84999990463257,0,4.5,0,1,1,19,2
"39377",1.22,1.26566637333128,0.829999923706055,0,5,0,1,1,19,1
"39378",1.68,1.20831120592453,2.08999991416931,0,5,0,0,0,18,1
"39379",1.95,1.450010175506,0.299999952316284,0,4,0,1,0,18,1
"39380",0.93,-1.99243016469021,0.779999971389771,0,5,0,1,1,19,1
"39381",1.78,-0.363965377201412,1.63000011444092,0,5,0,0,0,19,1
"39383",0.8,-2.94443897916644,0.799999952316284,0,4,1,1,1,19,2
"39384",1.69,0.405465108108164,0.75,0,5,0,0,0,19,3
"39385",0.76,0.575364144903562,0.539999961853027,0,5,0,1,0,19,1
"39386",2.01,1.99243016469021,2.15000009536743,0,5,1,0,0,17,1
"39387",0.45,-0.75377180237638,0.799999952316284,0,4,0,1,0,18,2
"39388",-0.08,1.04596855518269,1.33000004291534,1,5,0,1,1,18,1
"39389",1.27,-0.363965377201412,0.579999923706055,0,4,0,0,0,19,1
"39390",1.52,0.241162056816888,1.92000007629395,0,5,0,1,1,19,1
"39391",2.18,1.15267950993839,1.24000000953674,0,4.5,0,1,1,18,2
"39392",1.56,0.405465108108164,0.690000057220459,0,5,0,1,0,19,3
"39393",1.67,1.26566637333128,1.83999991416931,0,4,1,1,1,19,1
"39394",0.82,0.160342650075179,1.11999988555908,0,4.5,0,1,1,19,1
"39395",0.18,-0.619039208406224,0.929999947547913,0,4,0,1,0,19,1
"39397",1.57,-2.58668934409794,0.74999988079071,0,4,1,1,1,19,3
"39398",2.36,3.89182029811063,2.21000003814697,0,5,0,0,0,19,1
"39399",0.93,0.241162056816888,1.16000008583069,0,5,0,1,1,18,1
"39400",1.03,1.26566637333128,1.25,0,3,0,1,1,19,3
"39401",1.45,0.663294217410264,1.60000002384186,0,5,0,1,1,18,3
"39402",2.01,-0.241162056816888,2.20000004768372,0,5,0,1,1,17,2
"39403",2.12,1.04596855518269,2.03999996185303,0,4,0,1,0,19,1
"39405",0.98,-0.363965377201412,0.100000023841858,0,5,1,1,1,19,3
"39406",-0.86,-1.20831120592453,-0.0199999809265137,1,5,0,1,0,19,1
"39407",-0.15,-0.447312218043665,1.00999999046326,1,5,0,1,1,19,1
"39408",0.98,-0.160342650075179,1.55999994277954,0,5,0,0,0,19,2
"39409",1,2.75153531304195,-0.519999980926514,0,4,0,1,1,17,1
"39410",-0.3,-1.04596855518269,-1.5,1,4,1,1,1,19,1
"39411",0.03,-2.4423470353692,-0.0600000619888306,0,3.5,1,1,0,19,3
"39412",0.9,1.09861228866811,0.289999961853027,0,5,1,0,1,18,1
"39413",1.03,-0.0400053346136992,-0.0399999618530273,0,4.5,1,1,1,19,1
"39414",0.01,0.120144311842063,1.34999990463257,0,5,0,1,1,19,1
"39415",1.36,-0.944461608840851,1.07999992370605,0,5,1,1,1,19,2
"39416",1.5,0.847297860387203,2.20000004768372,0,5,0,1,1,18,1
"39417",0.43,-1.81528996663825,0.00999999046325684,0,4,0,1,1,18,2
"39418",-0.29,-1.20831120592453,-0.930000007152557,1,4,1,0,0,19,2
"39419",-0.28,-0.200670695462151,-0.5,1,4,0,0,0,19,1
"39420",0.67,-0.322773392263051,0.5,0,5,0,1,1,19,1
"39421",1.58,0.895384047054841,1.73000001907349,0,5,0,1,1,19,1
"39422",1.58,-1.51634748936809,1.74000000953674,0,4.5,0,1,1,18,1
"39423",1.2,1.3249254147436,1.20000004768372,0,5,0,1,1,19,1
"39424",2,5.29330482472449,1.79999995231628,0,5,0,1,1,19,1
"39425",1.71,0.532216813747308,2.09999990463257,0,4,0,1,1,19,1
"39426",0.38,-0.200670695462151,1.4799998998642,0,5,0,1,1,18,1
"39427",0.58,1.09861228866811,1,0,5,1,1,0,20,1
"39428",0.92,-1.99243016469021,-0.730000019073486,0,5,1,1,1,18,1
"39429",2.24,3.17805383034794,1.76999986171722,0,5,0,1,1,19,3
"39430",1.59,1.450010175506,0.829999923706055,0,4,0,1,1,19,2
"39431",0.9,-1.26566637333128,0.799999952316284,0,4,0,1,1,19,1
"39432",0.84,1.04596855518269,1.62999999523163,0,4.5,1,1,1,19,3
"39434",2.18,3.47609868983527,2.4300000667572,0,5,0,1,1,19,1
"39435",0.55,-2.09074109693377,-0.900000035762787,0,5,1,0,1,18,3
"39436",0.85,-1.15267950993839,2.20000004768372,0,4,1,1,0,18,1
"39437",2.21,2.58668934409794,2.09999990463257,0,5,0,1,1,17,1
"39438",1.49,0,-0.800000011920929,0,5,1,1,1,19,3
"39439",1.78,3.17805383034794,-0.159999966621399,0,5,0,1,1,19,1
"39440",1.53,0.0800427076735366,1.22000002861023,0,5,0,1,0,18,1
"39442",1.56,2.94443897916644,1.5,0,5,0,1,1,19,1
"39443",1.06,-3.47609868983527,0.699999928474426,0,4,1,1,1,19,3
"39444",2.5,5.29330482472449,2.5,0,5,0,1,1,17,1
"39445",1.42,0.847297860387203,0.5,0,4,0,1,1,19,1
"39446",0.16,1.58562726374038,-1.60000002384186,0,5,1,1,1,18,1
"39447",1.43,0.663294217410264,2.20000004768372,0,5,0,0,0,19,1
"39448",0.31,-2.4423470353692,-0.190000057220459,0,5,1,1,1,19,2
"39449",2.5,1.58562726374038,1.84999990463257,0,5,0,1,0,19,3
"39451",0.31,2.31363492918063,-0.240000009536743,0,5,1,1,1,19,1
"39452",1.96,1.26566637333128,1.53999996185303,0,5,0,0,0,18,2
"39453",0.36,-1.26566637333128,0.299999952316284,0,5,0,1,1,20,2
"39454",0.58,-1.09861228866811,1.47000002861023,0,4,0,1,1,19,1
"39455",-0.78,-1.58562726374038,-1.17000007629395,1,4,1,1,1,20,1
"39456",0.91,0.0400053346136992,0.739999890327454,0,5,1,1,1,19,3
"39458",2.32,2.94443897916644,2.1800000667572,0,5,0,1,1,18,1
"39460",1.42,0.619039208406224,1.5,0,5,0,1,0,19,1
"39461",-0.42,-1.26566637333128,0.699999928474426,1,4.5,0,1,0,20,3
"39462",0.41,-0.944461608840851,0.299999952316284,0,5,0,1,1,17,2
"39463",0.93,0.0800427076735366,1,0,5,1,1,1,19,1
"39464",0.8,-3.89182029811063,0.100000023841858,0,4.5,0,1,1,19,2
"39465",1.38,0.619039208406224,1.79999995231628,0,5,0,1,1,18,1
"39466",0.89,0.281851152140987,0.100000023841858,0,4.5,0,1,0,19,1
"39467",1.32,-0.281851152140988,0.139999985694885,0,5,1,1,1,19,1
"39468",0.44,0.895384047054841,1.44000005722046,0,5,1,1,1,19,1
"39469",-0.01,0.575364144903562,-0.360000023841858,1,5,0,1,1,18,1
"39470",0.18,-2.4423470353692,-0.100000023841858,0,4,1,0,1,18,2
"39471",1.48,0.405465108108164,0.699999928474426,0,5,0,1,1,19,3
"39472",1.44,-2.09074109693377,1.17000007629395,0,4,1,1,1,18,2
"39474",1.33,3.89182029811063,2.5,0,5,1,0,0,17,1
"39475",0.56,-0.0800427076735365,0.100000023841858,0,4,1,1,1,19,3
"39476",1.11,-0.619039208406224,-1.20000004768372,0,4.5,0,0,0,19,1
"39478",2.18,2.19722457733622,2.1800000667572,0,5,0,0,1,19,1
"39479",-1.1,0.619039208406224,-0.5,1,4.5,1,1,1,18,3
"39480",0.96,0.575364144903562,1.5,0,5,0,1,1,19,1
"39481",2.05,-0.241162056816888,1.27999997138977,0,4,0,1,1,18,1
"39482",0.93,0.200670695462151,0.960000038146973,0,4,0,1,1,19,1
"39483",-0.07,-2.58668934409794,1.26999998092651,1,4,0,1,1,18,1
"39484",0.5,-3.17805383034795,0.370000004768372,0,4.5,1,1,1,19,3
"39485",0.9,0.708185057924486,0.649999976158142,0,4.5,0,1,0,19,3
"39486",0.21,-0.663294217410264,-0.820000052452087,0,4.5,0,1,0,18,1
"39488",-0.01,-0.281851152140988,-0.26,1,4,0,1,1,18,1
"39489",1.88,-0.944461608840851,0.299999952316284,0,4.5,0,1,1,19,2
"39490",0.5,-1.3249254147436,0.849999904632568,0,5,1,1,1,19,1
"39491",1.36,0.619039208406224,1.75,0,5,0,1,1,18,1
"39492",-1.32,-0.0400053346136992,0.100000023841858,1,4,0,1,0,18,2
"39493",2.34,0.895384047054841,2.5,0,4,0,0,0,19,1
"39494",1.65,0.944461608840851,1.25999999046326,0,5,1,1,1,19,1
"39495",1.32,-1.99243016469021,1.35999989509583,0,4.5,0,1,1,18,2
"39496",0.47,0.241162056816888,1.57999992370605,0,4,0,1,1,19,1
"39497",2.26,0.800119300112113,2.24000000953674,0,5,1,1,0,19,1
"39498",2.04,4.59511985013459,1.48000001907349,0,5,0,1,1,19,1
"39499",2.04,1.90095876119305,1.65000009536743,0,5,0,1,1,18,1
"39500",0.88,-1.04596855518269,1.39999997615814,0,4.5,0,1,1,19,3
"39501",1.2,0.447312218043665,1.39999997615814,0,5,0,1,1,19,3
"39502",1.97,0.800119300112113,2.34999990463257,0,4.5,0,1,1,18,1
"39503",0.14,-0.0800427076735365,0.49999988079071,0,5,0,1,1,18,1
"39504",1.04,-0.575364144903562,1.71000003814697,0,5,0,1,1,19,2
"39505",0.36,-1.58562726374038,0.680000066757202,0,5,1,0,1,19,2
"39506",2.54,5.29330482472449,2.44000005722046,0,5,1,1,0,18,1
"39507",0.24,0.241162056816888,-1.60000002384186,0,4,1,0,1,19,3
"39508",0.42,-1.15267950993839,0.450000047683716,0,4,0,1,0,18,1
"39509",-0.29,-0.241162056816888,-0.309999942779541,1,5,0,1,1,19,1
"39510",0.99,0.281851152140987,1.69999992847443,0,4,0,1,1,18,3
"39511",2.18,2.09074109693377,1.5,0,5,0,1,1,18,1
"39512",0.4,0.405465108108164,0.650000095367432,0,4,1,1,1,19,2
"39514",-1.17,0.708185057924486,-1.36000001430511,1,4,1,0,0,19,1
"39516",1.51,-4.59511985013459,0.930000066757202,0,4,1,1,1,20,2
"39517",2.44,1.99243016469021,2.13000011444092,0,5,1,1,0,19,1
"39519",1.98,-0.619039208406224,1.48000001907349,0,4.5,1,1,1,18,3
"39520",1.7,2.75153531304195,1.20000004768372,0,5,1,1,1,19,1
"39521",0.4,-0.0400053346136992,1.79999995231628,0,4,0,1,0,19,2
"39522",1.61,1.20831120592453,2.15000009536743,0,5,0,1,1,18,1
"39523",1.95,1.15267950993839,2.24000000953674,0,5,0,0,0,17,1
"39524",0.5,-1.09861228866811,0.5,0,4,0,1,0,19,1
"39525",-0.71,0.160342650075179,-0.5,1,4,1,1,1,18,2
"39526",2.1,2.31363492918063,2.5,0,4,0,1,1,18,1
"39527",1.2,1.58562726374038,1.74000000953674,0,5,0,1,1,19,1
"39529",-1.32,0.489548225318706,-0.819999992847443,1,4,1,1,1,19,1
"39530",-0.54,-0.489548225318706,0.470000028610229,1,4,1,1,1,19,2
"39531",0.54,-2.19722457733622,-0.0800000429153442,0,4,1,0,0,19,3
"39533",0.53,-1.450010175506,0.699999928474426,0,4.5,0,1,1,19,3
"39534",1.36,0.994622575144062,0.699999928474426,0,5,1,1,1,18,3
"39535",0.49,1.38629436111989,0.129999995231628,0,4,1,1,1,19,1
"39536",2.3,5.29330482472449,2.38000011444092,0,5,1,1,1,18,1
"39537",1.27,-0.800119300112113,0.699999928474426,0,5,1,1,1,18,3
"39539",0.65,0.200670695462151,0.950000047683716,0,4,0,1,1,20,2
"39540",1.86,3.89182029811063,1.61999988555908,0,5,0,1,1,19,1
"39541",1.66,-0.994622575144062,1.4300000667572,0,5,1,1,1,19,1
"39542",-0.1,2.94443897916644,-0.350000023841858,1,5,1,1,0,18,1
"39543",1.88,0.75377180237638,1.38000011444092,0,5,0,1,1,19,1
"39544",1.48,0.281851152140987,1.59999990463257,0,5.5,1,1,1,19,2
"39545",0.28,-0.489548225318706,0.700000047683716,0,4.5,0,0,0,18,2
"39546",2.31,2.44234703536921,1.64999997615814,0,5,1,0,0,19,1
"39547",0.34,-2.94443897916644,0.389999985694885,0,4,0,1,1,19,2
"39548",0.52,-0.944461608840851,0.399999976158142,0,5,0,1,1,17,3
"39549",1.85,0.532216813747308,1.44000005722046,0,5,0,1,1,18,1
"39551",1.5,0.160342650075179,1.92000007629395,0,5,0,1,1,19,2
"39552",1.47,-0.0800427076735365,1.30000007152557,0,5,1,0,0,18,1
"39553",1.18,1.73460105538811,-0.419999957084656,0,5,1,0,0,19,2
"39555",1.39,1.09861228866811,2,0,5,0,1,1,19,1
"39556",1.84,-0.160342650075179,2.5,0,4,0,0,0,19,1
"39557",0.28,-2.31363492918063,0.0499999523162842,0,4,1,1,1,19,2
"39559",1.64,2.58668934409794,1.46000003814697,0,5,0,1,1,19,1
"39560",1.32,-0.75377180237638,0.429999947547913,0,5,0,0,0,19,1
"39561",0.72,-4.59511985013459,1.29999995231628,0,5,0,0,0,18,2
"39562",1.1,-1.73460105538811,0.599999904632568,0,4.5,0,1,1,19,1
"39563",-0.37,-2.4423470353692,-0.190000057220459,1,3,0,1,1,19,3
"39564",0.18,-1.3249254147436,0.960000038146973,0,5,1,1,1,19,1
"39565",1.5,-0.160342650075179,0.670000076293945,0,4,0,1,1,19,2
"39566",1.82,1.450010175506,1.5,0,4,0,0,1,19,1
"39567",1.15,-0.363965377201412,0.680000066757202,0,5,0,1,1,19,2
"39568",1.11,-0.241162056816888,0.700000047683716,0,5,1,1,1,19,1
"39569",-0.1,-0.160342650075179,0.759999990463257,1,5,0,1,1,19,1
"39570",1.92,2.44234703536921,2.20000004768372,0,5,0,1,1,19,2
"39571",2.38,4.59511985013459,2.5,0,5,0,0,1,19,1
"39572",0.83,-2.75153531304195,2.20000004768372,0,4,1,1,1,18,1
"39573",0.86,0.994622575144062,1.5,0,5,0,1,1,18,1
"39574",0.91,-3.89182029811063,1.1800000667572,0,5.5,0,1,0,18,2
"39575",2.26,1.3249254147436,1.96000003814697,0,4.5,0,1,1,19,2
"39576",1.35,-2.4423470353692,1.0699999332428,0,4,0,1,1,20,2
"39577",1.02,0.75377180237638,1.5,0,4,1,1,1,19,1
"39578",0.24,0.895384047054841,1.4300000667572,0,5,1,1,0,18,1
"39579",1.43,-0.0800427076735365,2.20000004768372,0,5,0,1,1,18,1
"39580",0.98,0.281851152140987,0.320000052452087,0,5,0,1,1,17,3
"39581",0.66,0.532216813747308,1.5,0,5,0,1,1,19,1
"39582",0.03,-3.47609868983527,0.399999976158142,0,4.5,0,1,0,19,2
"39583",-0.08,-0.944461608840851,1.84999990463257,1,4,0,1,1,19,2
"39584",1.37,1.26566637333128,1.24999988079071,0,5,0,0,0,19,1
"39585",-0.55,-2.31363492918063,0.169999957084656,1,4,0,1,1,20,3
"39586",2.04,0.847297860387203,2.03999996185303,0,5,1,1,1,19,1
"39587",1.44,1.04596855518269,1.5,0,4.5,0,1,1,18,1
"39588",1.51,0.241162056816888,1.74000000953674,0,3,0,1,0,17,3
"39589",0.04,-3.17805383034795,1.24999988079071,0,5.5,1,1,0,18,2
"39590",1.92,1.73460105538811,1.90000009536743,0,5,0,1,1,19,1
"39591",0.96,1.15267950993839,2.20000004768372,0,5,0,1,1,17,1
"39592",1.94,2.94443897916644,2.27999997138977,0,5,0,1,1,19,1
"39593",2.38,2.19722457733622,2.5,0,5,0,1,1,17,1
"39594",-0.36,-1.26566637333128,0.5,1,5,0,1,0,19,1
"39595",0.31,0.847297860387203,1.24000000953674,0,4,1,1,1,20,2
"39596",1.38,0.619039208406224,1.39000010490417,0,5,0,1,1,18,1
"39597",-0.95,-2.31363492918063,-0.710000038146973,1,5,0,1,1,20,3
"39598",0.78,-0.281851152140988,0.829999923706055,0,5,0,1,1,18,1
"39599",0.13,-2.19722457733622,0.5,0,4,1,1,1,19,2
"39600",0.15,-3.17805383034795,0.939999938011169,0,4,1,1,1,19,2
"39601",2.38,3.17805383034794,1.6800000667572,0,5,0,1,1,18,3
"39602",1.3,1.81528996663825,2.20000004768372,0,5,0,1,1,19,1
"39603",0.58,3.89182029811063,0.660000085830688,0,5,0,1,1,18,1
"39604",1.04,-0.0800427076735365,1.29999995231628,0,5,0,1,1,18,1
"39605",0.52,0.0800427076735366,1.25999999046326,0,6,0,1,1,19,2
"39606",-0.66,0.322773392263051,-1.02999997138977,1,4,0,1,0,19,1
"39607",0.59,0.322773392263051,1.03999996185303,0,4,0,1,1,18,1
"39608",1.02,2.31363492918063,0.920000076293945,0,5,1,0,1,18,1
"39609",0.61,0.532216813747308,1.10000002384186,0,5,0,1,1,18,2
"39611",2.02,1.51634748936809,1.82000005245209,0,5,1,1,0,19,1
"39612",1.58,2.09074109693377,1.20000004768372,0,5,0,0,0,19,1
"39613",1.36,0.895384047054841,1.67000007629395,0,4.5,0,1,1,18,1
"39615",1.66,-0.241162056816888,2.19000005722046,0,5.5,0,1,0,18,1
"39616",1.28,-0.281851152140988,1.60000002384186,0,5,0,1,1,18,2
"39617",-0.67,0.75377180237638,0.460000038146973,1,4,0,1,1,18,1
"39618",1.08,0.663294217410264,0.5,0,5,0,1,1,19,1
"39619",0.38,-0.363965377201412,0.869999885559082,0,5,0,0,1,18,1
"39620",0.28,1.20831120592453,0.200000047683716,0,5,0,1,1,18,1
"39621",0.54,1.38629436111989,1.29999995231628,0,5,0,1,1,19,2
"39622",0.56,0.663294217410264,2.09999990463257,0,4,1,1,1,18,1
"39624",-0.23,-0.0800427076735365,-1.21000003814697,1,5,1,1,1,18,1
"39626",-0.42,-2.94443897916644,-1.60000002384186,1,3.5,0,1,1,20,3
"39627",0.16,1.04596855518269,0.440000057220459,0,4.5,1,1,1,19,3
"39629",0.69,1.09861228866811,1.78999996185303,0,4.5,0,1,1,19,2
"39630",0.5,-2.4423470353692,-0.159999966621399,0,4,0,1,1,19,2
"39631",0.27,-0.75377180237638,-0.309999942779541,0,4.5,1,1,1,19,3
"39632",1.4,0.160342650075179,1.5,0,4,1,1,1,19,2
"39633",1.02,1.20831120592453,2.33999991416931,0,5,0,1,1,17,1
"39634",1.44,-2.94443897916644,0.700000047683716,0,4,0,0,0,19,2
"39635",0.33,-3.47609868983527,-1.60000002384186,0,3.5,0,0,0,19,3
"39636",2.23,0.944461608840851,1.65000009536743,0,4,0,1,1,18,1
"39637",0.6,-2.31363492918063,0.5,0,4,0,1,0,18,1
"39638",1.25,1.81528996663825,1.33999991416931,0,5,1,1,1,19,1
"39639",0.1,-1.450010175506,0.5,0,4,1,0,0,19,1
"39640",2.03,1.38629436111989,2.27999997138977,0,5,1,1,1,19,1
"39641",0.94,-0.322773392263051,1.64999997615814,0,5,0,1,1,19,1
"39642",1.67,0.800119300112113,1.61999988555908,0,5,0,1,1,19,3
"39643",0.31,-1.81528996663825,0.309999942779541,0,5,0,1,1,19,3
"39644",2.43,1.20831120592453,2.5,0,4,1,0,0,19,1
"39645",-0.52,-0.532216813747308,0.5,1,4,1,1,1,19,2
"39646",0.76,-1.20831120592453,0.579999923706055,0,5,1,1,1,19,2
"39647",1.52,1.58562726374038,1.79999995231628,0,5,1,1,1,19,1
"39648",0.84,-0.75377180237638,1.24000000953674,0,5,0,1,0,18,2
"39649",0.33,-1.65822807660353,-0.709999978542328,0,4,0,1,1,19,3
"39651",-1.06,-1.73460105538811,-1.5,1,5,0,0,0,19,1
"39652",0.29,1.65822807660353,-0.5,0,5,0,1,0,19,2
"39653",-0.5,0.281851152140987,0.299999952316284,1,4,1,1,0,19,3
"39654",0.94,0.241162056816888,2.14000010490417,0,5,0,1,1,18,1
"39655",1.43,-1.81528996663825,0.579999923706055,0,4,1,1,1,19,2
"39656",2.74,4.59511985013459,2.20000004768372,0,5,0,1,1,19,1
"39657",2.18,3.17805383034794,2.11999988555908,0,5,1,1,1,19,3
"39658",1.47,1.04596855518269,0.799999952316284,0,5,1,0,0,21,1
"39659",1.58,0,2.09999990463257,0,4,1,1,1,17,1
"39660",1.25,-1.81528996663825,2.09999990463257,0,5,0,1,0,19,1
"39661",1.4,1.81528996663825,1.78999996185303,0,5,0,1,1,19,1
"39663",0.07,-3.47609868983527,0.360000014305115,0,3,1,0,0,19,3
"39664",0.99,0.241162056816888,0.580000042915344,0,4.5,0,1,1,18,3
"39666",0.93,0.847297860387203,0.350000023841858,0,5,1,1,0,18,3
"39667",1.85,-0.322773392263051,1.52999997138977,0,5,1,1,1,18,1
"39668",1.07,-1.20831120592453,1.17000007629395,0,4,1,0,0,21,3
"39670",1.24,0.160342650075179,2.20000004768372,0,4,1,1,1,17,1
"39671",-0.87,-1.51634748936809,0.399999976158142,1,5,0,1,1,19,2
"39672",1.5,1.65822807660353,1.5,0,5,0,1,0,19,1
"39673",1.62,1.73460105538811,1.5,0,5,0,0,1,18,1
"39674",-0.33,-0.944461608840851,-1.20000004768372,1,4,0,0,0,19,1
"39675",0.56,1.09861228866811,0.930000066757202,0,5,1,1,1,18,1
"39676",1.03,-0.0400053346136992,2.09999990463257,0,4.5,1,1,1,18,3
"39677",0.48,0.895384047054841,0.5,0,5,0,1,0,19,1
"39678",1.4,-2.31363492918063,1.99999988079071,0,5,0,1,1,18,3
"39679",0.69,-1.450010175506,0.350000023841858,0,5,0,1,1,19,2
"39680",1.04,-3.89182029811063,1.5,0,4,0,1,1,19,2
"39681",-0.57,-1.73460105538811,0.399999976158142,1,4,1,1,1,18,3
"39682",0.82,-0.994622575144062,0.740000009536743,0,5,0,1,1,17,1
"39683",-1.12,0.0400053346136992,-1.5,1,4,0,0,0,20,1
"39684",0.7,-4.59511985013459,1.03000009059906,0,5.5,1,1,1,21,1
"39685",1.42,-2.4423470353692,1.29000008106232,0,4.5,1,1,0,18,3
"39686",1.39,0.120144311842063,1.55000007152557,0,4,0,1,0,18,3
"39687",0.52,-0.160342650075179,0.599999904632568,0,5,0,1,1,18,2
"39688",1.38,-0.994622575144062,-0.00999999046325684,0,5,1,1,0,19,1
"39689",1.09,-0.75377180237638,0.5,0,4,1,0,1,18,2
"39690",1.18,0.619039208406224,0.669999957084656,0,5,0,1,1,18,1
"39691",2.04,0.200670695462151,2.5,0,5,0,1,1,19,1
"39692",1.78,0.663294217410264,1.28999996185303,0,5,1,1,1,19,1
"39693",0.58,-2.09074109693377,0.440000057220459,0,4.5,0,0,0,18,1
"39694",2.06,4.59511985013459,2.5,0,5,1,0,0,19,1
"39695",1.04,0.322773392263051,0.720000028610229,0,5,1,1,1,18,1
"39696",2.05,2.75153531304195,1.8199999332428,0,5,0,1,1,19,1
"39697",2.38,2.58668934409794,2.25999999046326,0,5,0,1,1,17,1
"39698",2.4,4.59511985013459,2.34999990463257,0,5,0,1,0,19,2
"39699",0.85,-2.94443897916644,1.5,0,4,1,1,1,18,1
"39700",2.01,1.450010175506,1.2299998998642,0,4,0,0,0,18,1
"39701",2.3,5.29330482472449,2.5,0,5,0,1,1,19,1
"39702",1.56,0.994622575144062,1.1599999666214,0,5,0,0,0,18,1
"39703",0.59,-1.09861228866811,-0.800000011920929,0,4,0,1,0,18,1
"39704",-0.29,-2.4423470353692,-0.100000023841858,1,4,0,1,1,20,2
"39705",1.34,0.241162056816888,1.75999999046326,0,3,1,1,0,19,3
"39706",-0.16,0.489548225318706,0.100000023841858,1,4,0,1,0,19,1
"39707",-0.53,-1.65822807660353,1.18999993801117,1,5,0,0,1,19,2
"39708",1.18,-0.800119300112113,1.13000011444092,0,4,0,1,1,19,3
"39709",0.01,-0.847297860387204,0.799999952316284,0,3.5,0,0,0,18,3
"39710",0.14,0.944461608840851,-0.64000004529953,0,5,0,1,1,19,1
"39711",1.8,2.94443897916644,1.17000007629395,0,5,0,1,0,19,1
"39712",0.1,-1.20831120592453,0.299999952316284,0,4,0,1,1,19,3
"39713",1.18,-0.663294217410264,2.09999990463257,0,4.5,0,0,1,18,3
"39714",1.08,-0.944461608840851,0.930000066757202,0,5,1,1,1,18,1
"39715",-0.51,-1.73460105538811,-0.5,1,4.5,0,1,1,18,2
"39716",1.77,1.73460105538811,2.20000004768372,0,4,0,1,1,17,1
"39717",1,-0.489548225318706,1.34999990463257,0,4,1,1,1,20,1
"39718",1.93,1.58562726374038,2.15000009536743,0,5,1,1,1,18,2
"39719",1.28,0.575364144903562,0.839999914169312,0,4.5,0,1,0,19,3
"39720",0.76,-1.3249254147436,0.299999952316284,0,4,0,1,0,19,3
"39721",-0.09,-0.575364144903562,0.179999947547913,1,5,1,1,1,19,1
"39723",2.34,0.663294217410264,2.3199999332428,0,4.5,0,1,0,19,1
"39724",-1.5,0.489548225318706,-1.5,1,5,1,0,0,19,1
"39725",0.44,-1.73460105538811,0.100000023841858,0,4,0,1,1,18,3
"39726",2.36,2.94443897916644,2.44000005722046,0,5,0,1,1,18,1
"39727",0.23,-1.26566637333128,1.28999996185303,0,4,0,1,1,18,1
"39728",1.48,-1.20831120592453,1.11999988555908,0,4,0,1,1,19,1
"39730",0.91,-1.51634748936809,0.480000019073486,0,4,1,1,1,18,2
"39732",-0.26,0.532216813747308,0.509999990463257,1,5,0,0,0,19,1
"39734",1.67,1.26566637333128,1.21000003814697,0,5,0,1,1,17,1
"39735",1.93,0.575364144903562,1.79999995231628,0,4.5,0,0,0,19,2
"39736",0.04,-0.75377180237638,0.159999966621399,0,5,0,1,1,18,2
"39737",1.54,1.450010175506,0.399999976158142,0,5,0,1,1,18,1
"39739",0.23,-2.19722457733622,-0.75,0,4,1,1,1,19,3
"39740",-0.03,0.120144311842063,-0.0499999618530274,1,4,1,1,1,19,3
"39741",0.49,-0.847297860387204,0.00999999046325684,0,4.5,0,1,1,19,1
"39742",0.73,-0.532216813747308,0.259999990463257,0,5,1,1,1,18,1
"39744",0.4,0.241162056816888,0.790000081062317,0,5,0,1,1,19,1
"39745",1.15,0.532216813747308,1.84999990463257,0,5,1,1,0,18,1
"39746",1.1,-0.708185057924486,0.960000038146973,0,4,1,1,1,20,1
"39747",0.63,-0.944461608840851,-0.269999980926514,0,5,1,1,1,19,3
"39748",1.02,1.15267950993839,1.42000007629395,0,5,0,1,1,19,1
"39749",0.51,0.200670695462151,0.399999976158142,0,3,0,1,0,19,3
"39750",1.08,-0.75377180237638,1.43999993801117,0,4.5,0,1,1,19,1
"39751",1.36,-0.0400053346136992,2.24000000953674,0,4,0,1,1,18,1
"39752",0.89,0.281851152140987,1.29999995231628,0,5,0,1,1,18,1
